,AAPL_price,AAPL_mcap,AAPL_return,AMZN_price,AMZN_mcap,AMZN_return,GOOGL_price,GOOGL_mcap,GOOGL_return,META_price,META_mcap,META_return,MSFT_price,MSFT_mcap,MSFT_return,NVDA_price,NVDA_mcap,NVDA_return,TSLA_price,TSLA_mcap,TSLA_return,SPX_price,SPX_mcap,SPX_return,GOOG_price,GOOG_mcap,GOOG_return
2022-04-21,166.42,2715881.3712,-0.4844,148.296,1508289.6538,-3.7026,124.815,1650386.6145,-2.5191,188.07,510612.4069,-6.1621,280.81,2105195.0616,-1.9381,20.183,505385.2165,-6.0469,336.26,1042581.8078,3.2317,4393.66,38706297.09,-1.48,124.938,1650386.6145,-2.5794
2022-04-22,161.79,2640322.3594,-2.7821,144.35,1468155.6584,-2.6609,119.636,1580964.2938,-4.1494,184.11,499860.9573,-2.1056,274.03,2054366.3073,-2.4144,19.515,488658.4006,-3.3097,335.0167,1038726.8244,-0.3698,4271.78,37627562.15,-2.77,119.614,1580964.2938,-4.2609
2022-04-25,162.88,2658110.5501,0.6737,146.074,1485690.1257,1.1943,123.074,1627579.9828,2.8741,186.99,507680.1934,1.5643,280.72,2104520.3437,2.4413,19.902,498348.9361,1.9831,332.6733,1033958.6253,-0.6995,4296.12,37843377.89,0.57,123.25,1627579.9828,3.0398
2022-04-26,156.8,2558888.3488,-3.7328,139.391,1417718.6379,-4.5751,118.65,1573711.7216,-3.5946,180.95,491281.5177,-3.2301,270.22,2020984.3337,-3.7404,18.788,470454.2163,-5.5974,292.14,907979.8185,-12.1841,4175.2,36755964.25,-2.81,119.506,1573711.7216,-3.0377
2022-04-27,156.57,2555134.8774,-0.1467,138.167,1405269.573,-0.8781,114.295,1510130.5618,-3.6709,174.95,474991.4425,-3.3158,283.22,2118211.7645,4.8109,18.415,461114.2427,-1.9853,293.8367,913253.109,0.5808,4183.96,36814127.76,0.21,115.021,1510130.5618,-3.7534
2022-04-28,163.64,2670513.3252,4.5156,144.597,1470662.7618,4.6534,118.523,1566907.2251,3.6992,205.73,556771.9104,17.5936,289.63,2166152.3669,2.2633,19.782,495344.1189,7.4233,292.5033,909109.0693,-0.4538,4287.5,37715368.64,2.47,119.412,1566907.2251,3.8176
2022-04-29,157.65,2551593.7847,-3.6605,124.282,1264490.8892,-14.0494,114.11,1508573.2699,-3.7233,200.47,542536.6494,-2.5567,277.52,2075581.2756,-4.1812,18.547,464419.5417,-6.243,290.2533,902116.0023,-0.7692,4131.93,36302731.04,-3.63,114.967,1508573.2699,-3.7224
2022-05-02,157.96,2556611.1908,0.1966,124.5,1266713.9977,0.1758,116.583,1539250.0099,2.1677,211.13,571386.0567,5.3175,284.47,2127560.5559,2.5043,19.533,489109.1232,5.3162,300.98,935454.8017,3.6956,4155.38,36510548.16,0.57,117.157,1539250.0099,1.9053
2022-05-03,159.48,2581212.6659,0.9623,124.254,1264206.0057,-0.198,117.334,1550627.1927,0.6442,212.03,573821.7477,0.4263,281.78,2107441.9568,-0.9456,19.602,490836.8931,0.3532,303.0833,941992.0243,0.6988,4175.48,36677076.66,0.48,118.13,1550627.1927,0.8301
2022-05-04,166.02,2687063.7496,4.1008,125.929,1281248.1418,1.3481,122.261,1612284.363,4.1991,223.41,604619.7079,5.3672,289.98,2168770.0285,2.9101,20.334,509166.2781,3.7343,317.54,986923.7748,4.7699,4300.17,37766122.5,2.99,122.575,1612284.363,3.7632
2022-05-05,156.77,2537350.8254,-5.5716,116.407,1184372.5006,-7.561,116.506,1535994.5299,-4.7076,208.28,563673.035,-6.7723,277.35,2074309.84,-4.3555,18.844,471856.4643,-7.3276,291.0933,904726.7473,-8.3286,4146.87,36409707.94,-3.56,116.747,1535994.5299,-4.755
2022-05-06,157.28,2545605.2677,0.3253,114.773,1167742.4281,-1.4041,115.747,1523800.6078,-0.6515,203.77,551467.5166,-2.1654,274.73,2054714.7732,-0.9447,18.675,467624.68,-0.8968,288.55,896821.9916,-0.8737,4123.34,36195073.06,-0.57,115.66,1523800.6078,-0.9306
2022-05-09,152.06,2461118.6229,-3.3189,108.789,1106863.8482,-5.2134,112.511,1485615.0688,-2.7953,196.21,531007.7118,-3.7101,264.58,1978802.5869,-3.6945,16.95,424430.4325,-9.2369,262.37,815453.7721,-9.073,3991.24,35028489.22,-3.2,113.084,1485615.0688,-2.2272
2022-05-10,154.51,2500772.3163,1.6112,108.859,1107576.0568,0.0643,114.395,1507853.6271,1.6745,197.65,534904.8174,0.7339,269.5,2015599.4299,1.8596,17.595,440581.3251,3.8053,266.68,828849.3804,1.6427,4001.05,35112496.33,0.25,114.585,1507853.6271,1.3269
2022-05-11,146.5,2371129.0165,-5.1841,105.372,1072097.8905,-3.2032,113.603,1498550.5845,-0.6928,188.74,510791.4761,-4.508,260.55,1948662.0833,-3.321,16.63,416417.5866,-5.4845,244.6667,760431.285,-8.2546,3935.18,34521159.88,-1.65,113.961,1498550.5845,-0.5441
2022-05-12,142.56,2307359.4034,-2.6894,106.931,1087954.7079,1.479,112.844,1488282.6296,-0.6677,191.24,517557.2845,1.3246,255.35,1909771.111,-1.9958,16.175,405024.3213,-2.736,242.6667,754215.2254,-0.8174,3930.08,34477690.37,-0.13,113.161,1488282.6296,-0.702
2022-05-13,147.11,2381001.9769,3.1916,113.055,1150267.8796,5.7276,116.051,1531505.4734,2.8415,198.62,537529.9511,3.859,261.12,1952925.1322,2.2596,17.706,443360.781,9.4652,256.53,797302.8782,5.7129,4023.89,35309343.19,2.39,116.516,1531505.4734,2.9644
2022-05-16,145.54,2355591.2427,-1.0672,110.811,1127431.4172,-1.9853,114.445,1509572.485,-1.3834,200.04,541372.9303,0.7149,261.5,1955767.1648,0.1455,17.264,432293.0376,-2.4963,241.4567,750454.5094,-5.8759,4008.01,35157557.29,-0.39,114.792,1509572.485,-1.4788
2022-05-17,149.24,2415476.4124,2.5423,115.369,1173806.3762,4.1133,116.473,1535482.6159,1.772,202.62,548355.2447,1.2897,266.82,1995555.6211,2.0344,18.177,455154.6886,5.2885,253.87,789035.519,5.141,4088.85,35846985.91,2.02,116.702,1535482.6159,1.663
2022-05-18,140.82,2279197.1884,-5.6419,107.113,1089806.4504,-7.1562,111.899,1477081.7698,-3.9267,192.24,520263.6079,-5.1229,254.08,1900272.7389,-4.7748,16.938,424129.9508,-6.8163,236.6033,735370.2049,-6.8014,3923.68,34382726.6,-4.04,112.401,1477081.7698,-3.685
2022-05-19,137.35,2223034.6104,-2.4641,107.319,1091907.466,0.1928,110.384,1456183.0808,-1.3543,191.29,517692.6007,-0.4942,253.14,1893242.4478,-0.37,17.124,428787.4175,1.0981,236.4733,734966.161,-0.0549,3900.79,34175844.84,-0.58,110.746,1456183.0808,-1.4729
2022-05-20,137.59,2226919.0538,0.1747,107.591,1094674.9054,0.2534,108.908,1437036.0984,-1.3372,193.54,523781.8283,1.1762,252.56,1888904.6086,-0.2291,16.694,418020.1558,-2.5111,221.3,687806.9892,-6.4165,3901.36,34176145.74,0.01,109.313,1437036.0984,-1.2935
2022-05-23,143.11,2316261.2529,4.0119,107.557,1094328.9755,-0.0316,111.488,1469494.6219,2.369,196.23,531061.8382,1.3899,260.65,1949409.9866,3.2032,16.898,423128.345,1.222,224.9667,699203.0984,1.6569,3973.75,34811027.42,1.86,111.667,1469494.6219,2.153
2022-05-24,140.36,2271752.0052,-1.9216,104.1,1059156.0414,-3.2141,105.97,1395329.3497,-4.9494,181.28,490602.3036,-7.6186,259.62,1941706.5825,-0.3952,16.154,404498.4783,-4.4029,209.3867,650779.9945,-6.9255,3941.48,34519459.74,-0.81,105.926,1395329.3497,-5.1408
2022-05-25,140.52,2274341.6341,0.114,106.775,1086372.5872,2.5696,105.805,1393683.1236,-0.1557,183.83,497503.4282,1.4067,262.52,1963395.7786,1.117,16.975,425056.4361,5.0823,219.6,682523.3386,4.8777,3978.73,34851195.51,0.95,105.84,1393683.1236,-0.0817
2022-05-26,143.78,2327105.3242,2.32,111.078,1130147.9846,4.0295,107.792,1423006.0121,1.8785,191.63,518612.7507,4.2431,265.9,1988674.9106,1.2875,17.851,446991.6018,5.1605,235.91,733215.3042,7.4271,4057.84,35548504.08,1.99,108.296,1423006.0121,2.321
2022-05-27,149.64,2421950.4848,4.0757,115.146,1171547.6573,3.6632,112.316,1482446.1473,4.197,195.13,528084.8825,1.8264,273.24,2043571.0138,2.7604,18.811,470275.0,5.3778,253.21,786984.2193,7.3333,4158.24,36434625.82,2.47,112.799,1482446.1473,4.158
2022-05-30,149.64,2421950.4848,4.0757,115.146,1171547.6573,3.6632,112.316,1482446.1473,4.197,195.13,528084.8825,1.8264,273.24,2043571.0138,2.7604,18.811,470275.0,5.3778,253.21,786984.2193,7.3333,4158.24,36434625.82,2.47,112.799,1482446.1473,4.158
2022-05-31,148.84,2409002.34,-0.5346,120.21,1223060.6932,4.397,113.762,1500104.2422,1.287,193.64,524052.4607,-0.7636,271.87,2033324.7384,-0.5014,18.672,466800.0,-0.7389,252.7533,785564.8857,-0.1804,4132.15,36213128.05,-0.63,114.039,1500104.2422,1.0993
2022-06-01,148.71,2406898.2665,-0.0873,121.684,1238062.8602,1.2266,113.892,1501601.5859,0.1143,188.64,510520.8437,-2.5821,272.42,2037438.2066,0.2023,18.32,458000.0,-1.8852,246.79,767030.6682,-2.3593,4101.23,35942886.02,-0.75,114.137,1501601.5859,0.0859
2022-06-02,151.21,2447361.219,1.6811,125.511,1277000.3258,3.145,117.622,1549916.8598,3.2755,198.86,538179.4687,5.4177,274.58,2053592.9182,0.7929,19.592,489800.0,6.9432,258.3333,802907.6919,4.6774,4176.82,36608727.49,1.84,117.746,1549916.8598,3.162
2022-06-03,145.38,2353001.6138,-3.8556,122.35,1244839.017,-2.5185,114.541,1508659.0441,-2.6198,190.78,516312.3758,-4.0632,270.02,2019488.5271,-1.6607,18.72,468000.0,-4.4508,234.5167,728884.7827,-9.2194,4108.54,35994277.68,-1.63,114.564,1508659.0441,-2.7024
2022-06-06,146.14,2365302.3513,0.5228,124.79,1269664.5765,1.9943,116.821,1539800.8117,1.9901,194.25,525703.3179,1.8188,268.75,2009990.155,-0.4703,18.786,469650.0,0.3526,238.28,740581.3348,1.6047,4121.43,36105507.17,0.31,117.011,1539800.8117,2.1355
2022-06-07,148.71,2406898.2665,1.7586,123.0,1251452.3833,-1.4344,117.149,1543395.5169,0.2816,195.65,529492.1707,0.7207,272.5,2038036.5293,1.3953,18.926,473150.0,0.7452,238.8867,742466.8729,0.2546,4160.68,36441399.54,0.95,117.23,1543395.5169,0.1872
2022-06-08,147.96,2394759.3808,-0.5043,121.18,1232934.9578,-1.4797,117.194,1543739.9813,0.038,196.64,532171.4308,0.506,270.41,2022405.35,-0.767,18.648,466200.0,-1.4689,241.8667,751728.8016,1.2475,4115.77,36054474.47,-1.08,117.238,1543739.9813,0.0073
2022-06-09,142.64,2308654.2178,-3.5956,116.15,1181757.6774,-4.1508,114.836,1512936.9205,-2.0125,184.0,497963.5032,-6.428,264.79,1980373.1838,-2.0783,18.048,451200.0,-3.2175,239.7067,745015.4573,-0.8931,4017.82,35195740.69,-2.38,114.918,1512936.9205,-1.9789
2022-06-10,137.13,2219473.8705,-3.8629,109.65,1115624.0148,-5.5962,111.162,1465781.8413,-3.1994,175.57,475149.1971,-4.5815,252.99,1892120.5928,-4.4564,16.974,424350.0,-5.9508,232.23,722042.9455,-3.1191,3900.86,34173894.41,-2.91,111.428,1465781.8413,-3.0374
2022-06-13,131.88,2134501.6703,-3.8285,103.67,1054781.0453,-5.4537,106.393,1404437.1486,-4.2902,164.26,444540.6795,-6.4419,242.26,1811870.5673,-4.2413,15.647,391175.0,-7.8178,215.7367,670762.3402,-7.1022,3749.63,32843675.21,-3.88,106.877,1404437.1486,-4.0843
2022-06-14,132.76,2148744.6296,0.6673,102.31,1040943.8482,-1.3119,106.715,1408654.1466,0.3036,163.73,443106.3282,-0.3227,244.49,1828548.8112,0.9205,15.836,395900.0,1.2079,220.89,686784.9384,2.3887,3735.48,32734337.84,-0.38,107.194,1408654.1466,0.2971
2022-06-15,135.43,2191959.0628,2.0111,107.67,1095478.6838,5.239,109.765,1449799.3603,2.8571,169.35,458315.8656,3.4325,251.76,1882921.3821,2.9735,16.527,413175.0,4.3635,233.0,724437.0077,5.4824,3789.99,33218757.71,1.46,110.391,1449799.3603,2.982
2022-06-16,130.06,2105044.6409,-3.9651,103.66,1054679.3012,-3.7243,106.034,1400504.388,-3.3991,160.87,435366.2433,-5.0074,244.97,1832138.7471,-2.697,15.601,390025.0,-5.603,213.1,662564.4908,-8.5408,3666.77,32141677.68,-3.25,106.636,1400504.388,-3.4011
2022-06-17,131.56,2129322.4124,1.1533,106.22,1080725.7898,2.4696,107.143,1415925.0649,1.0468,163.74,443133.3914,1.784,247.65,1852182.5559,1.094,15.88,397000.0,1.7883,216.76,673944.0592,1.7175,3674.84,32218389.26,0.22,107.866,1415925.0649,1.153
2022-06-20,131.56,2129322.4124,1.1533,106.22,1080725.7898,2.4696,107.143,1415925.0649,1.0468,163.74,443133.3914,1.784,247.65,1852182.5559,1.094,15.88,397000.0,1.7883,216.76,673944.0592,1.7175,3674.84,32218389.26,0.22,107.866,1415925.0649,1.153
2022-06-21,135.87,2199080.5425,3.2761,108.68,1105754.8375,2.3159,111.544,1472195.1463,4.1071,157.05,425028.0879,-4.0857,253.74,1897729.8677,2.4591,16.566,414150.0,4.3199,237.0367,736987.6975,9.3544,3764.79,33080360.78,2.45,112.015,1472195.1463,3.8469
2022-06-22,135.35,2190664.2484,-0.3827,108.95,1108501.9281,0.2484,111.488,1471957.7315,-0.0507,155.85,421780.4999,-0.7641,253.13,1893167.6575,-0.2404,16.36,409000.0,-1.2435,236.0867,734033.9844,-0.4008,3759.89,33038337.34,-0.13,112.034,1471957.7315,0.017
2022-06-23,138.27,2237924.9769,2.1574,112.44,1144010.6177,3.2033,112.242,1481196.5375,0.6768,158.75,429628.8377,1.8608,258.86,1936022.5173,2.2637,16.225,405625.0,-0.8252,235.07,730872.9932,-0.4306,3795.73,33368994.74,0.95,112.685,1481196.5375,0.5806
2022-06-24,141.66,2292792.7405,2.4517,116.46,1184911.7443,3.5752,117.975,1557508.8241,5.1077,170.16,460507.9875,7.1874,267.7,2002137.1702,3.415,17.126,428150.0,5.5532,245.7067,763944.2162,4.5249,3911.74,34385076.68,3.06,118.538,1557508.8241,5.1946
2022-06-27,141.66,2292792.7405,0.0,113.22,1151946.6572,-2.7821,115.834,1530821.989,-1.8152,169.49,458694.7509,-0.3937,264.89,1981121.0871,-1.0497,16.869,421725.0,-1.5006,244.92,761498.3345,-0.3202,3900.11,34279606.17,-0.3,116.622,1530821.989,-1.6159
2022-06-28,137.44,2224491.2766,-2.979,107.4,1092731.5932,-5.1404,112.008,1478923.5749,-3.303,160.68,434852.0418,-5.1979,256.48,1918222.4185,-3.1749,15.982,399550.0,-5.2582,232.6633,723390.2533,-5.0044,3821.55,33581453.65,-2.01,112.571,1478923.5749,-3.4736
2022-06-29,139.23,2253462.7506,1.3024,108.92,1108196.6958,1.4153,111.702,1474833.1555,-0.2732,163.94,443674.6561,2.0289,260.26,1946493.1637,1.4738,15.542,388550.0,-2.7531,228.49,710414.6433,-1.7937,3818.83,33557791.36,-0.07,112.257,1474833.1555,-0.2798
2022-06-30,136.72,2212837.9463,-1.8028,106.21,1080624.0457,-2.4881,108.963,1437790.6483,-2.4516,161.25,436394.6462,-1.6408,256.83,1920840.0801,-1.3179,15.159,378975.0,-2.4643,224.4733,697926.137,-1.7579,3785.38,33260570.42,-0.88,109.372,1437790.6483,-2.5691
2022-07-01,138.93,2248607.1963,1.6164,109.56,1114708.318,3.1541,108.738,1434377.8795,-0.207,160.03,433092.9316,-0.7566,259.58,1941407.4212,1.0707,14.523,363075.0,-4.1955,227.2633,706600.726,1.2429,3825.33,33616940.35,1.06,109.081,1434377.8795,-0.2665
2022-07-04,138.93,2248607.1963,1.6164,109.56,1114708.318,3.1541,108.738,1434377.8795,-0.207,160.03,433092.9316,-0.7566,259.58,1941407.4212,1.0707,14.523,363075.0,-4.1955,227.2633,706600.726,1.2429,3825.33,33616940.35,1.06,109.081,1434377.8795,-0.2665
2022-07-05,141.56,2291174.2224,1.893,113.5,1154795.4919,3.5962,113.263,1495861.1744,4.1619,168.19,455176.5305,5.099,262.85,1965863.8595,1.2597,14.964,374100.0,3.0366,233.0667,724644.2858,2.5536,3831.39,33684522.36,0.16,113.887,1495861.1744,4.4059
2022-07-06,142.92,2313186.0685,0.9607,114.33,1163240.2519,0.7313,114.572,1513218.1459,1.1557,169.77,459452.5214,0.9394,266.21,1990993.4109,1.2783,15.13,378250.0,1.1093,231.7333,720498.7236,-0.5721,3845.08,33802892.27,0.36,115.214,1513218.1459,1.1648
2022-07-07,146.35,2368701.2394,2.3999,116.33,1183589.0711,1.7493,118.783,1567881.7371,3.6754,172.19,466001.824,1.4255,268.4,2007372.4934,0.8227,15.858,396450.0,4.8116,244.5433,760327.2131,5.5279,3902.62,34310139.47,1.5,119.306,1567881.7371,3.5521
2022-07-08,147.04,2379869.0142,0.4715,115.54,1175551.2875,-0.6791,119.354,1577354.8697,0.4803,170.88,462456.5404,-0.7608,267.66,2001838.0089,-0.2757,15.838,395950.0,-0.1261,250.7633,779666.2612,2.5435,3899.38,34284220.46,-0.08,120.169,1577354.8697,0.7229
2022-07-11,144.87,2344747.1715,-1.4758,111.75,1136990.275,-3.2802,115.677,1529136.8336,-3.0808,162.88,440805.9533,-4.6816,264.51,1978279.0545,-1.1769,15.152,378800.0,-4.3314,234.3433,728613.6617,-6.548,3854.43,33880699.92,-1.15,116.523,1529136.8336,-3.0341
2022-07-12,145.86,2360770.5007,0.6834,109.22,1111249.0187,-2.264,114.021,1507213.2286,-1.4316,163.27,441861.4194,0.2394,253.67,1897206.3354,-4.0981,15.082,377050.0,-0.462,233.07,724654.6498,-0.5434,3818.8,33570124.67,-0.92,114.849,1507213.2286,-1.4358
2022-07-13,145.49,2354781.9837,-0.2537,110.4,1123254.822,1.0804,111.354,1472119.0452,-2.3391,163.49,442456.8105,0.1347,252.72,1890101.2539,-0.3745,15.164,379100.0,0.5437,237.04,736998.0614,1.7034,3801.78,33424511.42,-0.45,112.187,1472119.0452,-2.3183
2022-07-14,148.47,2403013.8231,2.0483,110.63,1125594.9363,0.2083,110.367,1460737.3869,-0.8855,158.05,427734.4113,-3.3274,254.08,1900272.7389,0.5381,15.372,384300.0,1.3717,238.3133,740957.0734,0.5372,3790.38,33331346.03,-0.3,111.44,1460737.3869,-0.6659
2022-07-15,150.17,2430528.6308,1.145,113.55,1155304.2124,2.6394,111.778,1478750.0599,1.2776,164.7,445731.4618,4.2075,256.72,1920017.3864,1.039,15.762,394050.0,2.5371,240.0667,746408.4878,0.7357,3863.16,33967542.83,1.92,112.767,1478750.0599,1.1908
2022-07-18,147.07,2380354.5697,-2.0643,113.76,1157440.8384,0.1849,109.03,1441830.6233,-2.458,167.23,452578.46,1.5361,254.25,1901544.1746,-0.9621,16.101,402525.0,2.1507,240.5467,747900.8902,0.1999,3830.85,33684048.39,-0.84,109.91,1441830.6233,-2.5335
2022-07-19,151.0,2443962.331,2.6722,118.21,1202716.9612,3.9117,113.81,1504313.4327,4.3841,175.78,475717.525,5.1127,259.53,1941033.4695,2.0767,16.992,424800.0,5.5338,245.53,763394.9292,2.0717,3936.69,34611777.97,2.76,114.62,1504313.4327,4.2853
2022-07-20,153.04,2476980.1002,1.351,122.77,1249112.269,3.8575,113.9,1505431.6212,0.0791,183.09,495500.7489,4.1586,262.27,1961526.0203,1.0558,17.807,445175.0,4.7964,247.5,769519.9975,0.8023,3959.9,34817073.51,0.59,114.7,1505431.6212,0.0698
2022-07-21,155.35,2514367.8684,1.5094,124.63,1268036.6709,1.515,114.34,1510555.3074,0.3863,183.17,495717.2548,0.0437,264.84,1980747.1355,0.9799,18.05,451250.0,1.3646,271.7067,844782.6806,9.7805,3998.95,35168582.51,0.99,115.04,1510555.3074,0.2964
2022-07-22,154.09,2493974.5403,-0.8111,122.42,1245551.2257,-1.7732,107.9,1424129.8529,-5.6323,169.27,458099.3597,-7.5886,260.36,1947241.067,-1.6916,17.319,432975.0,-4.0499,272.2433,846451.2694,0.1975,3961.63,34842501.51,-0.93,108.36,1424129.8529,-5.8067
2022-07-25,152.95,2475523.434,-0.7398,121.14,1232527.9814,-1.0456,107.51,1420604.2242,-0.3614,166.65,451008.7924,-1.5478,258.83,1935798.1463,-0.5876,17.024,425600.0,-1.7033,268.4333,841127.8091,-1.3995,3966.84,34891706.8,0.13,108.21,1420604.2242,-0.1384
2022-07-26,151.6,2453673.4396,-0.8826,114.81,1168123.9685,-5.2254,105.02,1385931.8149,-2.3161,159.15,430711.367,-4.5005,251.9,1883968.4467,-2.6774,16.533,413325.0,-2.8842,258.86,811130.0558,-3.5664,3921.05,34465263.68,-1.15,105.44,1385931.8149,-2.5598
2022-07-27,156.79,2537674.529,3.4235,120.97,1230798.3317,5.3654,113.06,1478321.61,7.6557,169.58,458938.32,6.5536,268.74,2005875.36,6.6852,17.79,444750.0,7.603,274.82,861140.2378,6.1655,4023.61,35347598.98,2.62,113.6,1478321.61,7.739
2022-07-28,157.35,2546738.2304,0.3572,122.28,1244126.8083,1.0829,114.22,1492329.715,1.026,160.72,431942.7904,-5.2247,276.41,2061435.8923,2.8541,17.984,449600.0,1.0905,280.9,880191.7356,2.2124,4072.43,35764126.89,1.21,114.59,1492329.715,0.8715
2022-07-29,162.51,2611657.9075,3.2793,134.95,1374810.5227,10.3615,116.32,1519391.84,1.8386,159.1,427588.9619,-1.008,280.74,2093728.5641,1.5665,18.163,454075.0,0.9953,297.15,931110.6239,5.785,4130.29,36267636.39,1.42,116.64,1519391.84,1.789
2022-08-01,161.51,2595587.1555,-0.6153,135.39,1379293.0468,0.326,114.86,1502329.25,-1.2552,159.93,429819.6271,0.5217,278.01,2073368.5193,-0.9724,18.441,461025.0,1.5306,297.2767,931507.5301,0.0426,4118.63,36159620.95,-0.28,115.48,1502329.25,-0.9945
2022-08-02,160.01,2571481.0275,-0.9287,134.16,1366762.3544,-0.9085,115.13,1506841.955,0.2351,160.19,430518.3897,0.1626,274.82,2049577.8443,-1.1474,18.526,463150.0,0.4609,300.5867,941879.3159,1.1134,4091.19,35911893.11,-0.67,115.9,1506841.955,0.3637
2022-08-03,166.13,2669834.0298,3.8248,139.52,1421367.6482,3.9952,118.08,1544859.37,2.5623,168.8,453658.1821,5.3749,282.47,2106630.7171,2.7836,18.893,472325.0,1.981,307.3967,963218.2469,2.2656,4155.17,36460068.4,1.56,118.78,1544859.37,2.4849
2022-08-04,165.81,2664691.3891,-0.1926,142.57,1452439.6904,2.1861,118.19,1546162.1,0.0932,170.57,458415.1429,1.0486,283.65,2115431.0295,0.4177,19.215,480375.0,1.7043,308.6333,967093.3049,0.4023,4151.94,36419016.71,-0.08,118.87,1546162.1,0.0758
2022-08-05,165.35,2657298.8432,-0.2774,140.8,1434407.7184,-1.2415,117.47,1537232.805,-0.6092,167.11,449116.2252,-2.0285,282.91,2109912.1895,-0.2609,18.989,474725.0,-1.1762,288.17,902972.0629,-6.6303,4145.19,36338388.69,-0.16,118.22,1537232.805,-0.5468
2022-08-08,164.87,2649584.8822,-0.2903,139.41,1420247.0172,-0.9872,117.3,1535609.82,-0.1447,170.25,457555.1274,1.879,280.32,2090596.2496,-0.9155,17.793,444825.0,-6.2984,290.4233,910032.8154,0.7819,4140.06,36298506.54,-0.12,118.14,1535609.82,-0.0677
2022-08-09,164.92,2650388.4198,0.0303,137.83,1404150.6806,-1.1333,116.63,1527068.505,-0.5712,168.53,452932.544,-1.0103,282.3,2105362.8755,0.7063,17.086,427150.0,-3.9735,283.3333,887816.5128,-2.4413,4122.47,36142980.06,-0.42,117.5,1527068.505,-0.5417
2022-08-10,169.24,2719814.0685,2.6195,142.69,1453662.197,3.5261,119.7,1567642.025,2.6323,178.34,479297.3945,5.8209,289.16,2156524.0137,2.43,18.097,452425.0,5.9171,294.3567,922357.7975,3.8906,4210.24,36911294.68,2.13,120.65,1567642.025,2.6809
2022-08-11,168.49,2707761.0045,-0.4432,140.64,1432777.7096,-1.4367,118.84,1556622.35,-0.7185,177.49,477012.9783,-0.4766,287.02,2140564.1251,-0.7401,17.942,448550.0,-0.8565,286.63,898146.519,-2.6249,4207.27,36878514.32,-0.07,119.82,1556622.35,-0.6879
2022-08-12,172.1,2765776.4192,2.1426,143.55,1462423.4941,2.0691,121.68,1593601.255,2.3898,180.5,485102.4992,1.6959,291.91,2177033.2164,1.7037,18.709,467725.0,4.2749,300.03,940135.0176,4.675,4280.15,37523486.01,1.73,122.65,1593601.255,2.3619
2022-08-15,173.19,2783293.5389,0.6334,143.18,1458654.0988,-0.2577,122.08,1597695.92,0.3287,180.89,486150.6431,0.2161,293.47,2188667.5277,0.5344,19.032,475800.0,1.7264,309.32,969244.9543,3.0964,4297.14,37677163.79,0.4,122.88,1597695.92,0.1875
2022-08-16,173.03,2780722.2186,-0.0924,144.78,1474954.1866,1.1175,121.7,1592805.255,-0.3113,179.47,482334.3243,-0.785,292.71,2182999.5299,-0.259,18.879,471975.0,-0.8039,306.5633,960607.0219,-0.8912,4305.2,37753830.67,0.19,122.51,1592805.255,-0.3011
2022-08-17,174.55,2805149.7616,0.8785,142.1,1447651.5396,-1.8511,119.55,1564496.435,-1.7666,174.85,469917.8503,-2.5742,291.32,2172633.0602,-0.4749,18.335,458375.0,-2.8815,303.9967,952564.4488,-0.8372,4274.04,37476879.33,-0.72,120.32,1564496.435,-1.7876
2022-08-18,174.15,2798721.4608,-0.2292,142.3,1449689.0506,0.1407,120.17,1572055.275,0.5186,174.66,469407.2161,-0.1087,290.17,2164056.4845,-0.3948,18.773,469325.0,2.3889,302.87,949034.0725,-0.3706,4283.74,37557269.09,0.23,120.86,1572055.275,0.4488
2022-08-19,171.52,2756455.383,-1.5102,138.23,1408225.7025,-2.8602,117.21,1534898.245,-2.4632,167.96,451400.6414,-3.836,286.15,2134075.7592,-1.3854,17.849,446225.0,-4.922,296.6667,929596.1134,-2.0482,4228.48,37073395.39,-1.29,118.12,1534898.245,-2.2671
2022-08-22,167.57,2692975.9126,-2.3029,133.22,1357186.0529,-3.6244,114.24,1495629.125,-2.5339,163.05,438204.7784,-2.9233,277.75,2071429.4674,-2.9355,17.034,425850.0,-4.5661,289.9133,908434.7456,-2.2764,4137.99,36281050.39,-2.14,115.07,1495629.125,-2.5821
2022-08-23,167.23,2687511.857,-0.2029,133.62,1361261.0748,0.3003,113.86,1491200.845,-0.3326,161.11,432990.9343,-1.1898,276.44,2061659.6291,-0.4716,17.181,429525.0,0.863,296.4533,928927.6397,2.2558,4128.73,36201889.34,-0.22,114.77,1491200.845,-0.2607
2022-08-24,167.53,2692333.0826,0.1794,133.8,1363094.8346,0.1347,113.69,1489643.915,-0.1493,163.26,438769.1635,1.3345,275.79,2056811.9994,-0.2351,17.222,430550.0,0.2386,297.0967,930943.5055,0.217,4140.77,36307212.89,0.29,114.7,1489643.915,-0.061
2022-08-25,170.03,2732509.9626,1.4923,137.28,1398547.5254,2.6009,116.65,1528518.375,2.6036,168.78,453604.4311,3.3811,278.85,2079633.1485,1.1095,17.913,447825.0,4.0123,296.07,927726.4762,-0.3456,4199.12,36812054.21,1.41,117.7,1528518.375,2.6155
2022-08-26,163.62,2629496.4422,-3.7699,130.75,1332022.7925,-4.7567,110.34,1445616.24,-5.4093,161.78,434791.5918,-4.1474,268.09,1999386.232,-3.8587,16.26,406500.0,-9.2279,288.09,902721.3853,-2.6953,4057.66,35572580.69,-3.37,111.3,1445616.24,-5.4376
